order_id,customer_id,item_name,item_type,portion_size,item_price,item_qty,transaction_amt,transaction_type,time,date,customer_type,customer_location,distance_km,discount,order_cancelled,weekday
10008,C10415,Chicken Tikka,Non-Veg,full,210,1,210,Digital,20:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10009,C10658,Paneer Do Pyaza,Veg,full,210,1,210,Cash,12:45:00,2024-09-06,Online,Jasola,1.2,no,no,Friday
10009,C10658,Chicken Curry,Non-Veg,full,200,1,200,Cash,12:45:00,2024-09-06,Online,Jasola,1.2,no,no,Friday
10010,C10415,Dal Makhani,Veg,half,100,1,100,Cash,12:15:00,2024-09-06,Online,Kalindi Kunj,2.5,yes,no,Friday
10010,C10415,Kadhai Paneer,Veg,full,200,1,200,Digital,12:15:00,2024-09-06,Online,Kalindi Kunj,2.5,yes,no,Friday
10010,C10415,Chicken Biryani,Non-Veg,full,220,1,220,Cash,12:15:00,2024-09-06,Online,Kalindi Kunj,2.5,yes,no,Friday
10011,C10396,Kheer,Veg,,70,1,70,Digital,21:30:00,2024-09-06,Online,Sarita Vihar,1.0,yes,yes,Friday
10012,C10597,Cold Drink (500ml),Veg,,60,1,60,Cash,13:00:00,2024-09-06,Online,Jasola West,1.4,no,yes,Friday
10012,C10597,Pyaaz Dosa,Veg,,110,1,110,Cash,13:00:00,2024-09-06,Online,Jasola West,1.4,no,no,Friday
10013,C10597,Paneer Lababdar,Veg,half,140,1,140,Cash,20:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10014,C10146,Idli (2 pcs),Veg,,80,1,80,Cash,20:45:00,2024-09-06,Online,Jamia Nagar,4.5,no,yes,Friday
10014,C10146,Paneer Tikka Masala,Veg,half,130,1,130,Digital,20:45:00,2024-09-06,Online,Jamia Nagar,4.5,no,yes,Friday
10015,C10181,Butter Chicken,Non-Veg,half,140,1,140,Digital,19:45:00,2024-09-06,Online,Kalindi Kunj,2.5,yes,no,Friday
10015,C10181,Veg Biryani,Veg,full,180,1,180,Digital,19:45:00,2024-09-06,Online,Kalindi Kunj,2.5,yes,yes,Friday
10016,C10396,Water Bottle,Veg,,20,1,20,Digital,13:30:00,2024-09-06,Online,Govindpuri,5.0,yes,no,Friday
10016,C10396,Chicken Tikka Masala,Non-Veg,half,140,1,140,Cash,13:30:00,2024-09-06,Online,Govindpuri,5.0,yes,no,Friday
10016,C10396,Paneer Tikka,Veg,half,120,1,120,Digital,13:30:00,2024-09-06,Online,Govindpuri,5.0,yes,yes,Friday
10017,C10382,Egg Noodles,Non-Veg,full,160,1,160,Digital,19:00:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10018,C10104,Tandoori Roti,Veg,,30,2,60,Digital,12:30:00,2024-09-06,Online,Okhla Industrial Area,2.2,no,no,Friday
10019,C10146,Paneer Lababdar,Veg,full,230,1,230,Digital,13:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10019,C10146,Paneer Tikka,Veg,full,190,1,190,Digital,13:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10020,C10625,Paneer Lababdar,Veg,half,140,1,140,Digital,19:00:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10020,C10625,Butter Naan,Veg,,40,1,40,Digital,19:00:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10020,C10625,Paneer Do Pyaza,Veg,full,210,1,210,Digital,19:00:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10021,C10305,Paneer Butter Masala,Veg,half,120,1,120,Digital,21:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10022,C10435,Paneer Do Pyaza,Veg,half,130,1,130,Digital,20:45:00,2024-09-06,Online,Jasola,1.2,no,no,Friday
10022,C10435,Water Bottle,Veg,,20,1,20,Cash,20:45:00,2024-09-06,Online,Jasola,1.2,no,yes,Friday
10023,C10520,Veg Biryani,Veg,half,110,1,110,Digital,13:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10024,C10104,Butter Naan,Veg,,40,1,40,Digital,12:45:00,2024-09-06,Online,Bishamber Nagar,2.4,no,yes,Friday
10024,C10104,Water Bottle,Veg,,20,1,20,Digital,12:45:00,2024-09-06,Online,Bishamber Nagar,2.4,no,no,Friday
10024,C10104,Kadhai Chicken,Non-Veg,half,140,1,140,Digital,12:45:00,2024-09-06,Online,Bishamber Nagar,2.4,no,no,Friday
10025,C10577,Paneer Do Pyaza,Veg,half,130,1,130,Cash,12:15:00,2024-09-06,Online,Okhla Industrial Area,2.2,no,yes,Friday
10025,C10577,Sweet Lassi,Veg,,70,1,70,Digital,12:15:00,2024-09-06,Online,Okhla Industrial Area,2.2,no,no,Friday
10025,C10577,Paneer Do Pyaza,Veg,full,210,1,210,Cash,12:15:00,2024-09-06,Online,Okhla Industrial Area,2.2,no,no,Friday
10026,C10441,Paneer Butter Masala,Veg,full,210,1,210,Digital,13:45:00,2024-09-06,Online,Madanpur Khadar Village,1.5,no,no,Friday
10026,C10441,Idli (2 pcs),Veg,,80,1,80,Digital,13:45:00,2024-09-06,Online,Madanpur Khadar Village,1.5,no,no,Friday
10026,C10441,Chicken Manchurian,Non-Veg,half,110,1,110,Digital,13:45:00,2024-09-06,Online,Madanpur Khadar Village,1.5,no,no,Friday
10027,C10146,Paneer Butter Masala,Veg,full,210,1,210,Cash,13:45:00,2024-09-06,Online,Ali Vihar,2.3,no,no,Friday
10028,C10151,Paneer Lababdar,Veg,half,140,1,140,Cash,13:45:00,2024-09-06,Online,Shaheen Bagh,3.2,yes,no,Friday
10028,C10151,Mix Dosa,Veg,,130,1,130,Digital,13:45:00,2024-09-06,Online,Shaheen Bagh,3.2,yes,yes,Friday
10028,C10151,Paneer Tikka Masala,Veg,full,220,1,220,Digital,13:45:00,2024-09-06,Online,Shaheen Bagh,3.2,yes,no,Friday
10029,C10866,Rajma Chawal,Veg,full,170,1,170,Digital,12:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10029,C10866,Tandoori Roti,Veg,,30,1,30,Digital,12:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10030,C10305,Chicken Manchurian,Non-Veg,full,180,1,180,Digital,19:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10030,C10305,Tandoori Roti,Veg,,30,1,30,Digital,19:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10030,C10305,Fried Rice,Veg,half,90,1,90,Cash,19:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10031,C10903,Tandoori Chicken,Non-Veg,half,180,1,180,Digital,13:30:00,2024-09-06,Online,Jasola Vihar,1.3,no,no,Friday
10031,C10903,Cold Drink (500ml),Veg,,60,1,60,Digital,13:30:00,2024-09-06,Online,Jasola Vihar,1.3,no,yes,Friday
10031,C10903,Rumali Roti,Veg,,35,1,35,Cash,13:30:00,2024-09-06,Online,Jasola Vihar,1.3,no,no,Friday
10032,C10949,Kheer,Veg,,70,1,70,Digital,13:00:00,2024-09-06,Online,Jasola,1.2,no,no,Friday
10032,C10949,Dal Makhani,Veg,full,190,1,190,Digital,13:00:00,2024-09-06,Online,Jasola,1.2,no,yes,Friday
10033,C10577,Mix Dosa,Veg,,130,1,130,Digital,13:30:00,2024-09-06,Online,Jasola Vihar,1.3,yes,no,Friday
10034,C10943,Paneer Tikka,Veg,full,190,1,190,Cash,12:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10034,C10943,Dal Makhani,Veg,half,100,1,100,Digital,12:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10035,C10581,Chicken Thali,Non-Veg,,220,1,220,Cash,21:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10035,C10581,Cold Drink (500ml),Veg,,60,1,60,Digital,21:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10036,C10866,Kadhai Paneer,Veg,full,200,1,200,Cash,20:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10036,C10866,Sweet Lassi,Veg,,70,1,70,Cash,20:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10036,C10866,Rawa Dosa,Veg,,140,1,140,Digital,20:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10037,C10267,Chicken Manchurian,Non-Veg,full,180,1,180,Cash,12:15:00,2024-09-06,Online,Sarita Vihar,1.0,no,no,Friday
10038,C10684,Kadhai Paneer,Veg,full,200,1,200,Cash,12:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10039,C10435,Dal Makhani,Veg,full,190,1,190,Digital,12:45:00,2024-09-06,Online,Sangam Vihar,6.0,yes,yes,Friday
10040,C10296,Kheer,Veg,,70,1,70,Digital,21:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10041,C10260,Idli (2 pcs),Veg,,80,1,80,Digital,12:15:00,2024-09-06,Online,Sarita Vihar,1.0,yes,no,Friday
10041,C10260,Kheer,Veg,,70,1,70,Digital,12:15:00,2024-09-06,Online,Sarita Vihar,1.0,yes,no,Friday
10041,C10260,Butter Chicken,Non-Veg,full,240,1,240,Digital,12:15:00,2024-09-06,Online,Sarita Vihar,1.0,yes,no,Friday
10042,C10943,Chicken Biryani,Non-Veg,half,140,1,140,Digital,21:00:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10043,C10589,Paneer Butter Masala,Veg,half,120,1,120,Digital,19:15:00,2024-09-06,Online,JJ Colony (Madanpur Khadar),1.6,no,no,Friday
10044,C10453,Chicken Noodles,Non-Veg,half,110,1,110,Digital,13:45:00,2024-09-06,Online,Govindpuri,5.0,yes,no,Friday
10044,C10453,Tawa Roti,Veg,,25,1,25,Cash,13:45:00,2024-09-06,Online,Govindpuri,5.0,yes,no,Friday
10044,C10453,Paneer Do Pyaza,Veg,full,210,1,210,Digital,13:45:00,2024-09-06,Online,Govindpuri,5.0,yes,no,Friday
10045,C10836,Water Bottle,Veg,,20,1,20,Cash,12:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10045,C10836,Chicken Noodles,Non-Veg,full,170,1,170,Digital,12:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10045,C10836,Chole Bhature,Veg,half,90,1,90,Digital,12:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10046,C10572,Shahi Paneer,Veg,half,130,1,130,Cash,12:00:00,2024-09-06,Online,Badarpur,3.0,yes,yes,Friday
10046,C10572,Tandoori Chicken,Non-Veg,half,180,1,180,Digital,12:00:00,2024-09-06,Online,Badarpur,3.0,yes,no,Friday
10046,C10572,Cold Drink (500ml),Veg,,60,1,60,Cash,12:00:00,2024-09-06,Online,Badarpur,3.0,yes,yes,Friday
10047,C10597,Sweet Lassi,Veg,,70,1,70,Digital,12:30:00,2024-09-06,Online,Okhla Industrial Area,2.2,no,yes,Friday
10047,C10597,Egg Noodles,Non-Veg,half,100,1,100,Digital,12:30:00,2024-09-06,Online,Okhla Industrial Area,2.2,no,no,Friday
10048,C10383,Chilli Paneer,Veg,full,170,1,170,Cash,21:15:00,2024-09-06,Online,Jasola,1.2,no,no,Friday
10048,C10383,Masala Dosa,Veg,,120,1,120,Digital,21:15:00,2024-09-06,Online,Jasola,1.2,no,no,Friday
10049,C10186,Veg Thali,Veg,,180,1,180,Digital,13:00:00,2024-09-06,Online,Kalindi Kunj,2.5,no,yes,Friday
10050,C10104,Rawa Dosa,Veg,,140,1,140,Cash,19:00:00,2024-09-06,Online,Badarpur,3.0,no,yes,Friday
10051,C10946,Shahi Paneer,Veg,half,130,1,130,Cash,19:00:00,2024-09-06,Online,Tughlakabad,5.5,no,yes,Friday
10051,C10946,Tawa Roti,Veg,,25,1,25,Digital,19:00:00,2024-09-06,Online,Tughlakabad,5.5,no,yes,Friday
10052,C10340,Gulab Jamun,Veg,,60,1,60,Digital,13:15:00,2024-09-06,Online,Okhla Phase 1,2.0,no,no,Friday
10053,C10305,Veg Biryani,Veg,full,180,1,180,Cash,12:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10054,C10301,Paneer Dosa,Veg,,150,1,150,Cash,12:45:00,2024-09-06,Online,Badarpur,3.0,no,yes,Friday
10054,C10301,Rumali Roti,Veg,,35,1,35,Digital,12:45:00,2024-09-06,Online,Badarpur,3.0,no,yes,Friday
10055,C10290,Paneer Tikka Masala,Veg,half,130,1,130,Digital,19:30:00,2024-09-06,Online,Tughlakabad,5.5,no,yes,Friday
10055,C10290,Cold Drink (500ml),Veg,,60,1,60,Digital,19:30:00,2024-09-06,Online,Tughlakabad,5.5,no,yes,Friday
10055,C10290,Chicken Tikka,Non-Veg,full,210,1,210,Digital,19:30:00,2024-09-06,Online,Tughlakabad,5.5,no,yes,Friday
10056,C10949,Paneer Butter Masala,Veg,full,210,1,210,Digital,13:00:00,2024-09-06,Online,Okhla Industrial Area,2.2,no,no,Friday
10056,C10949,Paneer Tikka Masala,Veg,full,220,1,220,Digital,13:00:00,2024-09-06,Online,Okhla Industrial Area,2.2,no,no,Friday
10056,C10949,Idli (2 pcs),Veg,,80,1,80,Digital,13:00:00,2024-09-06,Online,Okhla Industrial Area,2.2,no,no,Friday
10057,C10030,Paneer Do Pyaza,Veg,full,210,1,210,Cash,13:45:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10058,C10702,Shahi Paneer,Veg,full,220,1,220,Digital,13:45:00,2024-09-06,Online,Sarita Vihar,1.0,no,no,Friday
10059,C10577,Sweet Lassi,Veg,,70,1,70,Cash,13:45:00,2024-09-06,Online,Ali Vihar,2.3,yes,no,Friday
10060,C10540,Pyaaz Dosa,Veg,,110,1,110,Digital,12:30:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10061,C10586,Chicken Biryani,Non-Veg,full,220,1,220,Digital,13:00:00,2024-09-06,Online,Jasola Vihar,1.3,no,no,Friday
10062,C10146,Kheer,Veg,,70,1,70,Digital,12:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10062,C10146,Mix Dosa,Veg,,130,1,130,Cash,12:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10063,C10360,Paneer Dosa,Veg,,150,1,150,Digital,13:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10064,C10441,Tandoori Roti,Veg,,30,2,60,Digital,12:30:00,2024-09-06,Online,Okhla Phase 1,2.0,yes,yes,Friday
10064,C10441,Veg Thali,Veg,,180,1,180,Digital,12:30:00,2024-09-06,Online,Okhla Phase 1,2.0,yes,yes,Friday
10064,C10441,Butter Naan,Veg,,40,1,40,Digital,12:30:00,2024-09-06,Online,Okhla Phase 1,2.0,yes,no,Friday
10065,C10199,Veg Biryani,Veg,half,110,1,110,Digital,21:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10066,C10109,Kadhai Paneer,Veg,full,200,1,200,Cash,21:15:00,2024-09-06,Online,Khizrabad,2.8,no,yes,Friday
10067,C10658,Tawa Roti,Veg,,25,1,25,Cash,12:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10067,C10658,Shahi Paneer,Veg,full,220,1,220,Cash,12:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10068,C10324,Chilli Chicken,Non-Veg,full,190,1,190,Digital,13:15:00,2024-09-06,Online,Ali Vihar,2.3,yes,no,Friday
10069,C10189,Kheer,Veg,,70,1,70,Digital,21:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10070,C10946,Chicken Tikka,Non-Veg,full,210,1,210,Digital,12:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10071,C10844,Paneer Dosa,Veg,,150,1,150,Digital,12:45:00,2024-09-06,Online,Sukhdev Vihar,4.2,no,yes,Friday
10071,C10844,Shahi Paneer,Veg,half,130,1,130,Digital,12:45:00,2024-09-06,Online,Sukhdev Vihar,4.2,no,yes,Friday
10072,C10679,Chicken Tikka Masala,Non-Veg,full,240,1,240,Digital,20:00:00,2024-09-06,Online,Jasola Vihar,1.3,yes,yes,Friday
10073,C10109,Stuffed Paratha,Veg,,60,1,60,Digital,19:45:00,2024-09-06,Online,Ali Vihar,2.3,no,no,Friday
10073,C10109,Paneer Lababdar,Veg,half,140,1,140,Cash,19:45:00,2024-09-06,Online,Ali Vihar,2.3,no,no,Friday
10074,C10283,Water Bottle,Veg,,20,1,20,Digital,12:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10074,C10283,Veg Thali,Veg,,180,1,180,Digital,12:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10075,C10676,Fried Rice,Veg,full,150,1,150,Cash,12:30:00,2024-09-06,Online,JJ Colony (Madanpur Khadar),1.6,no,no,Friday
10075,C10676,Chicken Tikka Masala,Non-Veg,full,240,1,240,Digital,12:30:00,2024-09-06,Online,JJ Colony (Madanpur Khadar),1.6,no,no,Friday
10076,C10030,Tawa Roti,Veg,,25,1,25,Digital,19:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10076,C10030,Fried Rice,Veg,full,150,1,150,Cash,19:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10076,C10030,Chicken Curry,Non-Veg,half,120,1,120,Cash,19:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10077,C10740,Water Bottle,Veg,,20,1,20,Digital,12:30:00,2024-09-06,Online,Jasola Vihar,1.3,no,yes,Friday
10077,C10740,Tawa Roti,Veg,,25,1,25,Digital,12:30:00,2024-09-06,Online,Jasola Vihar,1.3,no,no,Friday
10078,C10144,Tawa Roti,Veg,,25,1,25,Digital,21:00:00,2024-09-06,Online,Madanpur Khadar Village,1.5,yes,no,Friday
10079,C10872,Gulab Jamun,Veg,,60,1,60,Cash,12:00:00,2024-09-06,Online,Ali Vihar,2.3,no,no,Friday
10080,C10471,Chicken Biryani,Non-Veg,half,140,1,140,Digital,12:30:00,2024-09-06,Online,Sukhdev Vihar,4.2,no,yes,Friday
10080,C10471,Plain Dosa,Veg,,100,1,100,Digital,12:30:00,2024-09-06,Online,Sukhdev Vihar,4.2,no,yes,Friday
10080,C10471,Butter Chicken,Non-Veg,full,240,1,240,Digital,12:30:00,2024-09-06,Online,Sukhdev Vihar,4.2,no,no,Friday
10081,C10874,Chicken Manchurian,Non-Veg,half,110,1,110,Digital,19:45:00,2024-09-06,Online,JJ Colony (Madanpur Khadar),1.6,no,no,Friday
10081,C10874,Chilli Paneer,Veg,full,170,1,170,Cash,19:45:00,2024-09-06,Online,JJ Colony (Madanpur Khadar),1.6,no,no,Friday
10082,C10296,Water Bottle,Veg,,20,1,20,Digital,12:00:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10082,C10296,Tawa Roti,Veg,,25,1,25,Digital,12:00:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10083,C10431,Kheer,Veg,,70,1,70,Digital,20:15:00,2024-09-06,Online,Kalkaji,5.0,yes,no,Friday
10083,C10431,Rawa Dosa,Veg,,140,1,140,Digital,20:15:00,2024-09-06,Online,Kalkaji,5.0,yes,no,Friday
10083,C10431,Pyaaz Dosa,Veg,,110,1,110,Digital,20:15:00,2024-09-06,Online,Kalkaji,5.0,yes,yes,Friday
10084,C10151,Dal Makhani,Veg,full,190,1,190,Digital,12:00:00,2024-09-06,Online,Badarpur,3.0,yes,yes,Friday
10085,C10565,Pyaaz Dosa,Veg,,110,1,110,Cash,13:00:00,2024-09-06,Online,Ali Vihar,2.3,no,yes,Friday
10085,C10565,Dal Makhani,Veg,half,100,1,100,Cash,13:00:00,2024-09-06,Online,Ali Vihar,2.3,no,no,Friday
10086,C10457,Chole Bhature,Veg,half,90,1,90,Digital,13:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10086,C10457,Pyaaz Dosa,Veg,,110,1,110,Cash,13:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10086,C10457,Veg Thali,Veg,,180,1,180,Cash,13:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10087,C10186,Chicken Tikka,Non-Veg,full,210,1,210,Digital,13:30:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10087,C10186,Butter Naan,Veg,,40,1,40,Digital,13:30:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10088,C10312,Idli (2 pcs),Veg,,80,1,80,Digital,13:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10088,C10312,Egg Noodles,Non-Veg,full,160,1,160,Digital,13:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10088,C10312,Chicken Tikka Masala,Non-Veg,half,140,1,140,Digital,13:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10089,C10484,Paneer Tikka,Veg,full,190,1,190,Digital,12:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10089,C10484,Kheer,Veg,,70,1,70,Digital,12:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10089,C10484,Chicken Tikka,Non-Veg,half,130,1,130,Digital,12:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10090,C10866,Butter Naan,Veg,,40,1,40,Digital,13:00:00,2024-09-06,Online,Sarita Vihar,1.0,no,no,Friday
10090,C10866,Shahi Paneer,Veg,full,220,1,220,Digital,13:00:00,2024-09-06,Online,Sarita Vihar,1.0,no,no,Friday
10091,C10700,Dal Makhani,Veg,half,100,1,100,Digital,12:00:00,2024-09-06,Online,Okhla Phase 1,2.0,no,no,Friday
10092,C10657,Gulab Jamun,Veg,,60,1,60,Digital,12:15:00,2024-09-06,Online,JJ Colony (Madanpur Khadar),1.6,no,no,Friday
10092,C10657,Veg Thali,Veg,,180,1,180,Cash,12:15:00,2024-09-06,Online,JJ Colony (Madanpur Khadar),1.6,no,no,Friday
10093,C10581,Paneer Tikka,Veg,full,190,1,190,Cash,13:00:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10094,C10560,Idli (2 pcs),Veg,,80,1,80,Cash,13:30:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10095,C10889,Shahi Paneer,Veg,half,130,1,130,Digital,20:15:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10095,C10889,Paneer Tikka Masala,Veg,full,220,1,220,Digital,20:15:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10096,C10030,Paneer Dosa,Veg,,150,1,150,Digital,21:45:00,2024-09-06,Offline,Restaurant,0.0,yes,no,Friday
10097,C10750,Paneer Tikka Masala,Veg,full,220,1,220,Digital,21:00:00,2024-09-06,Online,Kalkaji,5.0,no,no,Friday
10097,C10750,Paneer Do Pyaza,Veg,half,130,1,130,Digital,21:00:00,2024-09-06,Online,Kalkaji,5.0,no,yes,Friday
10098,C10599,Tawa Roti,Veg,,25,1,25,Digital,13:45:00,2024-09-06,Online,Okhla Phase 1,2.0,yes,yes,Friday
10098,C10599,Stuffed Paratha,Veg,,60,1,60,Digital,13:45:00,2024-09-06,Online,Okhla Phase 1,2.0,yes,no,Friday
10098,C10599,Tandoori Roti,Veg,,30,2,60,Digital,13:45:00,2024-09-06,Online,Okhla Phase 1,2.0,yes,yes,Friday
10099,C10679,Kadhai Paneer,Veg,full,200,1,200,Cash,13:30:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10100,C10780,Paneer Butter Masala,Veg,half,120,1,120,Digital,20:30:00,2024-09-06,Online,Kalkaji,5.0,yes,no,Friday
10101,C10637,Plain Dosa,Veg,,100,1,100,Digital,21:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10101,C10637,Cold Drink (500ml),Veg,,60,1,60,Digital,21:15:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10102,C10872,Sweet Lassi,Veg,,70,1,70,Digital,12:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10102,C10872,Kheer,Veg,,70,1,70,Digital,12:45:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10103,C10893,Idli (2 pcs),Veg,,80,1,80,Cash,12:45:00,2024-09-06,Online,Badarpur,3.0,no,yes,Friday
10103,C10893,Veg Thali,Veg,,180,1,180,Cash,12:45:00,2024-09-06,Online,Badarpur,3.0,no,no,Friday
10103,C10893,Chicken Tikka,Non-Veg,half,130,1,130,Cash,12:45:00,2024-09-06,Online,Badarpur,3.0,no,no,Friday
10104,C10577,Kheer,Veg,,70,1,70,Digital,13:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10104,C10577,Chicken Noodles,Non-Veg,half,110,1,110,Digital,13:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10105,C10007,Rajma Chawal,Veg,full,170,1,170,Digital,20:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10105,C10007,Chicken Thali,Non-Veg,,220,1,220,Cash,20:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
10105,C10007,Water Bottle,Veg,,20,1,20,Digital,20:00:00,2024-09-06,Offline,Restaurant,0.0,no,no,Friday
